age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,
58,blue-collar,married,secondary,no,266,yes,no,unknown,5,jun,319,6,-1,0,unknown,no,
60,retired,married,secondary,no,-1110,yes,no,unknown,6,jun,143,2,-1,0,unknown,no,
43,entrepreneur,married,tertiary,no,5506,no,yes,unknown,6,jun,141,1,-1,0,unknown,no,
53,blue-collar,married,secondary,no,66,no,no,unknown,6,jun,360,2,-1,0,unknown,no,
54,entrepreneur,married,secondary,no,2791,no,no,unknown,6,jun,94,1,-1,0,unknown,no,
55,blue-collar,divorced,secondary,no,4053,no,no,unknown,6,jun,182,2,-1,0,unknown,no,
59,housemaid,divorced,secondary,no,45141,no,no,unknown,6,jun,42,1,-1,0,unknown,no,
38,blue-collar,married,secondary,no,926,no,yes,unknown,6,jun,189,3,-1,0,unknown,no,
56,management,married,tertiary,no,3039,no,no,unknown,6,jun,420,2,-1,0,unknown,no,
56,unknown,divorced,unknown,no,2152,no,no,unknown,6,jun,67,1,-1,0,unknown,no,
59,housemaid,divorced,secondary,no,45141,no,no,unknown,6,jun,42,1,-1,0,unknown,no,
60,housemaid,married,primary,no,161,no,no,unknown,6,jun,183,1,-1,0,unknown,no,
51,housemaid,married,primary,no,1521,no,no,unknown,6,jun,24,1,-1,0,unknown,no,
60,technician,married,tertiary,no,0,no,no,unknown,6,jun,320,1,-1,0,unknown,no,
53,blue-collar,married,secondary,no,66,no,no,unknown,6,jun,360,2,-1,0,unknown,no,
55,blue-collar,divorced,secondary,no,4053,no,no,unknown,6,jun,182,2,-1,0,unknown,no,
58,technician,divorced,secondary,no,797,yes,no,unknown,6,jun,134,2,-1,0,unknown,no,
53,retired,married,primary,no,2010,no,yes,unknown,6,jun,182,1,-1,0,unknown,no,
58,management,divorced,tertiary,no,1266,no,yes,unknown,6,jun,164,1,-1,0,unknown,no,
59,housemaid,divorced,secondary,no,45141,no,no,unknown,6,jun,42,1,-1,0,unknown,no,
60,retired,married,primary,no,22018,no,no,unknown,6,jun,177,2,-1,0,unknown,no,
51,housemaid,married,primary,no,1521,no,no,unknown,6,jun,24,1,-1,0,unknown,no,
60,retired,married,primary,no,22018,no,no,unknown,6,jun,177,2,-1,0,unknown,no,
53,blue-collar,married,secondary,no,66,no,no,unknown,6,jun,360,2,-1,0,unknown,no,
55,blue-collar,divorced,secondary,no,4053,no,no,unknown,6,jun,182,2,-1,0,unknown,no,
59,housemaid,divorced,secondary,no,45141,no,no,unknown,6,jun,42,1,-1,0,unknown,no,
59,housemaid,divorced,secondary,no,45141,no,no,unknown,6,jun,42,1,-1,0,unknown,no,
60,housemaid,married,primary,no,161,no,no,unknown,6,jun,183,1,-1,0,unknown,no,
51,housemaid,married,primary,no,1521,no,no,unknown,6,jun,24,1,-1,0,unknown,no,
60,technician,married,tertiary,no,0,no,no,unknown,6,jun,320,1,-1,0,unknown,no,
53,blue-collar,married,secondary,no,66,no,no,unknown,6,jun,360,2,-1,0,unknown,no,
55,blue-collar,divorced,secondary,no,4053,no,no,unknown,6,jun,182,2,-1,0,unknown,no,
58,technician,divorced,secondary,no,797,yes,no,unknown,6,jun,134,2,-1,0,unknown,no,
53,retired,married,primary,no,2010,no,yes,unknown,6,jun,182,1,-1,0,unknown,no,
58,management,divorced,tertiary,no,1266,no,yes,unknown,6,jun,164,1,-1,0,unknown,no,
59,housemaid,divorced,secondary,no,45141,no,no,unknown,6,jun,42,1,-1,0,unknown,no,
60,retired,married,primary,no,22018,no,no,unknown,6,jun,177,2,-1,0,unknown,no,
51,housemaid,married,primary,no,1521,no,no,unknown,6,jun,24,1,-1,0,unknown,no,
60,retired,married,primary,no,22018,no,no,unknown,6,jun,177,2,-1,0,unknown,no,
53,blue-collar,married,secondary,no,66,no,no,unknown,6,jun,360,2,-1,0,unknown,no,
55,blue-collar,divorced,secondary,no,4053,no,no,unknown,6,jun,182,2,-1,0,unknown,no,
59,housemaid,divorced,secondary,no,45141,no,no,unknown,6,jun,42,1,-1,0,unknown,no,
55,admin.,single,secondary,no,533,no,no,unknown,5,jun,40,2,-1,0,unknown,no,
59,housemaid,married,primary,no,500,no,no,unknown,5,jun,94,1,-1,0,unknown,no,
59,housemaid,married,primary,no,500,no,no,unknown,5,jun,94,1,-1,0,unknown,no,
44,technician,married,secondary,no,1210,no,no,unknown,5,jun,690,2,-1,0,unknown,no,
56,retired,married,primary,no,855,no,no,unknown,5,jun,140,2,-1,0,unknown,no,
59,housemaid,married,primary,no,500,no,no,unknown,5,jun,94,1,-1,0,unknown,no,
59,housemaid,married,primary,no,500,no,no,unknown,5,jun,94,1,-1,0,unknown,no,
55,admin.,single,secondary,no,533,no,no,unknown,5,jun,40,2,-1,0,unknown,no,
59,housemaid,married,primary,no,500,no,no,unknown,5,jun,94,1,-1,0,unknown,no,
59,housemaid,married,primary,no,500,no,no,unknown,5,jun,94,1,-1,0,unknown,no,
59,management,married,primary,no,2269,no,yes,unknown,5,jun,158,1,-1,0,unknown,no,
57,self-employed,single,secondary,no,3277,no,no,unknown,5,jun,127,4,-1,0,unknown,no,
42,management,married,tertiary,no,477,yes,no,unknown,5,jun,517,3,-1,0,unknown,no,
43,management,divorced,secondary,no,130,yes,no,unknown,5,jun,63,3,-1,0,unknown,no,
44,unemployed,married,primary,no,97,yes,no,unknown,5,jun,105,3,-1,0,unknown,no,
45,services,married,secondary,no,1550,yes,no,unknown,5,jun,127,6,-1,0,unknown,no,
53,unknown,married,unknown,no,1347,no,no,unknown,5,jun,92,2,-1,0,unknown,no,
55,unemployed,married,tertiary,no,457,yes,no,unknown,5,jun,61,3,-1,0,unknown,no,
57,self-employed,single,secondary,no,3277,no,no,unknown,5,jun,127,4,-1,0,unknown,no,
58,retired,married,secondary,no,150,yes,no,unknown,5,jun,420,4,-1,0,unknown,no,
59,blue-collar,married,primary,no,8562,no,no,unknown,5,jun,86,2,-1,0,unknown,no,
59,blue-collar,married,primary,no,8562,no,no,unknown,5,jun,86,2,-1,0,unknown,no,
57,self-employed,single,secondary,no,3277,no,no,unknown,5,jun,127,4,-1,0,unknown,no,
56,management,married,primary,no,0,no,no,unknown,5,jun,153,2,-1,0,unknown,no,
57,retired,married,primary,no,3594,no,no,unknown,5,jun,162,2,-1,0,unknown,no,
58,admin.,married,secondary,no,1464,yes,yes,unknown,5,jun,53,29,-1,0,unknown,no,
49,admin.,married,secondary,no,1677,no,no,unknown,5,jun,19,3,-1,0,unknown,no,
55,management,married,unknown,no,0,no,no,unknown,5,jun,353,2,-1,0,unknown,no,
56,management,married,primary,no,0,no,no,unknown,5,jun,153,2,-1,0,unknown,no,
58,admin.,married,secondary,no,1464,yes,yes,unknown,5,jun,53,29,-1,0,unknown,no,
49,admin.,married,secondary,no,1677,no,no,unknown,5,jun,19,3,-1,0,unknown,no,
58,housemaid,married,primary,no,419,no,yes,unknown,5,jun,295,3,-1,0,unknown,no,
58,blue-collar,married,secondary,no,266,yes,no,unknown,5,jun,319,6,-1,0,unknown,no,
41,management,married,tertiary,no,1304,yes,no,unknown,5,jun,93,3,-1,0,unknown,no,
57,retired,married,primary,no,3594,no,no,unknown,5,jun,162,2,-1,0,unknown,no,
58,housemaid,married,primary,no,419,no,yes,unknown,5,jun,295,3,-1,0,unknown,no,
58,blue-collar,married,secondary,no,266,yes,no,unknown,5,jun,319,6,-1,0,unknown,no,
58,housemaid,married,primary,no,419,no,yes,unknown,5,jun,295,3,-1,0,unknown,no,
58,blue-collar,married,secondary,no,266,yes,no,unknown,5,jun,319,6,-1,0,unknown,no,
60,retired,married,secondary,no,-1110,yes,no,unknown,6,jun,143,2,-1,0,unknown,no,
43,entrepreneur,married,tertiary,no,5506,no,yes,unknown,6,jun,141,1,-1,0,unknown,no,
53,blue-collar,married,secondary,no,66,no,no,unknown,6,jun,360,2,-1,0,unknown,no,
54,entrepreneur,married,secondary,no,2791,no,no,unknown,6,jun,94,1,-1,0,unknown,no,
55,blue-collar,divorced,secondary,no,4053,no,no,unknown,6,jun,182,2,-1,0,unknown,no,
59,housemaid,divorced,secondary,no,45141,no,no,unknown,6,jun,42,1,-1,0,unknown,no,
38,blue-collar,married,secondary,no,926,no,yes,unknown,6,jun,189,3,-1,0,unknown,no,
56,management,married,tertiary,no,3039,no,no,unknown,6,jun,420,2,-1,0,unknown,no,
56,unknown,divorced,unknown,no,2152,no,no,unknown,6,jun,67,1,-1,0,unknown,no,
59,housemaid,divorced,secondary,no,45141,no,no,unknown,6,jun,42,1,-1,0,unknown,no,
60,housemaid,married,primary,no,161,no,no,unknown,6,jun,183,1,-1,0,unknown,no,
51,housemaid,married,primary,no,1521,no,no,unknown,6,jun,24,1,-1,0,unknown,no,
60,technician,married,tertiary,no,0,no,no,unknown,6,jun,320,1,-1,0,unknown,no,
53,blue-collar,married,secondary,no,66,no,no,unknown,6,jun,360,2,-1,0,unknown,no,
55,blue-collar,divorced,secondary,no,4053,no,no,unknown,6,jun,182,2,-1,0,unknown,no,
58,technician,divorced,secondary,no,797,yes,no,unknown,6,jun,134,2,-1,0,unknown,no,
53,retired,married,primary,no,2010,no,yes,unknown,6,jun,182,1,-1,0,unknown,no,
58,management,divorced,tertiary,no,1266,no,yes,unknown,6,jun,164,1,-1,0,unknown,no,
59,housemaid,divorced,secondary,no,45141,no,no,unknown,6,jun,42,1,-1,0,unknown,no,
60,retired,married,primary,no,22018,no,no,unknown,6,jun,177,2,-1,0,unknown,no,
51,housemaid,married,primary,no,1521,no,no,unknown,6,jun,24,1,-1,0,unknown,no,
60,retired,married,primary,no,22018,no,no,unknown,6,jun,177,2,-1,0,unknown,no,
53,blue-collar,married,secondary,no,66,no,no,unknown,6,jun,360,2,-1,0,unknown,no,
55,blue-collar,divorced,secondary,no,4053,no,no,unknown,6,jun,182,2,-1,0,unknown,no,
59,housemaid,divorced,secondary,no,45141,no,no,unknown,6,jun,42,1,-1,0,unknown,no,
59,housemaid,divorced,secondary,no,45141,no,no,unknown,6,jun,42,1,-1,0,unknown,no,
60,housemaid,married,primary,no,161,no,no,unknown,6,jun,183,1,-1,0,unknown,no,
51,housemaid,married,primary,no,1521,no,no,unknown,6,jun,24,1,-1,0,unknown,no,
60,technician,married,tertiary,no,0,no,no,unknown,6,jun,320,1,-1,0,unknown,no,
53,blue-collar,married,secondary,no,66,no,no,unknown,6,jun,360,2,-1,0,unknown,no,
55,blue-collar,divorced,secondary,no,4053,no,no,unknown,6,jun,182,2,-1,0,unknown,no,
58,technician,divorced,secondary,no,797,yes,no,unknown,6,jun,134,2,-1,0,unknown,no,
53,retired,married,primary,no,2010,no,yes,unknown,6,jun,182,1,-1,0,unknown,no,
58,management,divorced,tertiary,no,1266,no,yes,unknown,6,jun,164,1,-1,0,unknown,no,
59,housemaid,divorced,secondary,no,45141,no,no,unknown,6,jun,42,1,-1,0,unknown,no,
60,retired,married,primary,no,22018,no,no,unknown,6,jun,177,2,-1,0,unknown,no,
51,housemaid,married,primary,no,1521,no,no,unknown,6,jun,24,1,-1,0,unknown,no,
60,retired,married,primary,no,22018,no,no,unknown,6,jun,177,2,-1,0,unknown,no,
53,blue-collar,married,secondary,no,66,no,no,unknown,6,jun,360,2,-1,0,unknown,no,
55,blue-collar,divorced,secondary,no,4053,no,no,unknown,6,jun,182,2,-1,0,unknown,no,
59,housemaid,divorced,secondary,no,45141,no,no,unknown,6,jun,42,1,-1,0,unknown,no,
61,blue-collar,divorced,primary,no,1428,yes,no,unknown,5,may,82,2,-1,0,unknown,no,
37,blue-collar,married,primary,no,-325,yes,yes,unknown,6,may,112,2,-1,0,unknown,no,
42,blue-collar,married,secondary,no,-755,yes,yes,unknown,2,jun,312,1,-1,0,unknown,no,
42,blue-collar,married,secondary,no,-21,no,no,unknown,2,jun,377,1,-1,0,unknown,no,
43,blue-collar,married,primary,no,3131,yes,no,unknown,3,jun,441,3,-1,0,unknown,no,
46,blue-collar,married,unknown,no,-619,yes,no,unknown,28,may,96,1,-1,0,unknown,no,
48,technician,divorced,secondary,no,177,yes,no,unknown,8,may,471,1,-1,0,unknown,no,
52,entrepreneur,divorced,tertiary,no,81,yes,no,unknown,19,may,214,3,-1,0,unknown,no,
52,entrepreneur,divorced,tertiary,no,81,yes,no,unknown,19,may,214,3,-1,0,unknown,no,
52,entrepreneur,divorced,tertiary,no,81,yes,no,unknown,19,may,214,3,-1,0,unknown,no,
53,blue-collar,single,primary,no,-137,yes,yes,unknown,28,may,72,1,-1,0,unknown,no,
50,blue-collar,married,primary,no,1203,yes,yes,unknown,28,may,66,7,-1,0,unknown,no,
52,blue-collar,married,secondary,no,310,yes,no,unknown,28,may,211,4,-1,0,unknown,no,
54,blue-collar,married,primary,no,-41,yes,no,unknown,5,may,288,1,-1,0,unknown,no,
48,blue-collar,married,primary,no,278,yes,no,unknown,5,may,125,2,-1,0,unknown,no,
53,services,divorced,secondary,no,1467,yes,no,unknown,5,may,124,1,-1,0,unknown,no,
55,retired,married,secondary,no,0,no,yes,unknown,5,may,136,1,-1,0,unknown,no,
37,blue-collar,married,primary,no,-325,yes,yes,unknown,6,may,112,2,-1,0,unknown,no,
53,admin.,divorced,secondary,no,315,yes,no,unknown,5,may,181,2,-1,0,unknown,no,
56,blue-collar,married,secondary,no,1602,yes,no,unknown,6,may,427,1,-1,0,unknown,no,
55,blue-collar,married,secondary,no,840,yes,no,unknown,6,may,310,2,-1,0,unknown,no,
37,blue-collar,married,primary,no,-325,yes,yes,unknown,6,may,112,2,-1,0,unknown,no,
57,entrepreneur,married,secondary,no,294,yes,no,unknown,5,may,746,2,-1,0,unknown,no,
44,entrepreneur,married,secondary,no,-20,no,no,unknown,28,may,167,3,-1,0,unknown,no,
47,technician,married,secondary,no,970,yes,no,unknown,28,may,742,3,-1,0,unknown,no,
52,blue-collar,married,secondary,no,310,yes,no,unknown,28,may,211,4,-1,0,unknown,no,
53,admin.,divorced,secondary,no,315,yes,no,unknown,5,may,181,2,-1,0,unknown,no,
57,management,married,primary,no,1566,no,no,unknown,28,may,105,4,-1,0,unknown,no,
58,management,married,unknown,no,1065,yes,no,unknown,5,may,213,3,-1,0,unknown,no,
53,admin.,divorced,secondary,no,315,yes,no,unknown,5,may,181,2,-1,0,unknown,no,
42,management,single,tertiary,no,0,yes,yes,unknown,5,may,562,2,-1,0,unknown,yes,
56,entrepreneur,divorced,secondary,no,155,no,no,unknown,5,may,118,3,-1,0,unknown,no,
57,technician,married,secondary,no,1078,yes,no,unknown,5,may,10,4,-1,0,unknown,no,
59,retired,married,secondary,no,319,yes,no,unknown,5,may,143,3,-1,0,unknown,no,
54,management,married,tertiary,no,0,no,no,unknown,5,may,120,2,-1,0,unknown,no,
55,blue-collar,married,secondary,no,89,yes,no,unknown,5,may,106,3,-1,0,unknown,no,
56,technician,divorced,primary,no,13,yes,no,unknown,5,may,357,2,-1,0,unknown,no,
54,technician,married,unknown,no,851,yes,no,unknown,5,may,108,2,-1,0,unknown,no,
55,services,divorced,primary,no,96,yes,yes,unknown,5,may,311,2,-1,0,unknown,no,
57,technician,married,secondary,no,792,yes,no,unknown,5,may,65,2,-1,0,unknown,no,
57,technician,married,secondary,no,792,yes,no,unknown,5,may,65,2,-1,0,unknown,no,
57,retired,married,secondary,no,211,yes,no,unknown,5,may,248,2,-1,0,unknown,no,
58,blue-collar,married,primary,no,76,yes,no,unknown,5,may,156,2,-1,0,unknown,no,
54,management,married,tertiary,no,0,no,no,unknown,5,may,120,2,-1,0,unknown,no,
56,technician,divorced,primary,no,13,yes,no,unknown,5,may,357,2,-1,0,unknown,no,
55,blue-collar,married,secondary,no,89,yes,no,unknown,5,may,106,3,-1,0,unknown,no,
56,admin.,married,secondary,no,353,yes,no,unknown,5,may,106,2,-1,0,unknown,no,
54,technician,married,unknown,no,851,yes,no,unknown,5,may,108,2,-1,0,unknown,no,
55,services,divorced,primary,no,96,yes,yes,unknown,5,may,311,2,-1,0,unknown,no,
57,technician,married,secondary,no,792,yes,no,unknown,5,may,65,2,-1,0,unknown,no,
57,technician,married,secondary,no,792,yes,no,unknown,5,may,65,2,-1,0,unknown,no,
57,retired,married,secondary,no,211,yes,no,unknown,5,may,248,2,-1,0,unknown,no,
60,blue-collar,married,primary,no,228,yes,no,unknown,28,may,249,11,-1,0,unknown,no,
60,blue-collar,married,primary,no,228,yes,no,unknown,28,may,249,11,-1,0,unknown,no,
61,retired,married,secondary,no,195,yes,yes,unknown,6,may,179,1,-1,0,unknown,no,
37,blue-collar,married,primary,no,-325,yes,yes,unknown,6,may,112,2,-1,0,unknown,no,
42,blue-collar,married,secondary,no,-755,yes,yes,unknown,2,jun,312,1,-1,0,unknown,no,
46,blue-collar,married,unknown,no,-619,yes,no,unknown,28,may,96,1,-1,0,unknown,no,
51,technician,married,unknown,no,205,yes,yes,unknown,13,may,665,1,-1,0,unknown,no,
26,admin.,single,secondary,no,92,yes,no,unknown,13,may,259,1,-1,0,unknown,no,
52,entrepreneur,divorced,tertiary,no,81,yes,no,unknown,19,may,214,3,-1,0,unknown,no,
42,management,married,tertiary,no,365,yes,no,unknown,19,may,49,2,-1,0,unknown,no,
53,blue-collar,married,secondary,no,3397,yes,no,unknown,6,may,231,1,-1,0,unknown,no,
50,blue-collar,married,primary,no,1203,yes,yes,unknown,28,may,66,7,-1,0,unknown,no,
52,blue-collar,married,secondary,no,310,yes,no,unknown,28,may,211,4,-1,0,unknown,no,
54,services,married,secondary,yes,0,yes,no,unknown,6,may,138,3,-1,0,unknown,no,
27,technician,married,secondary,no,512,yes,no,unknown,19,may,128,1,-1,0,unknown,no,
31,blue-collar,married,secondary,no,754,yes,no,unknown,19,may,1022,4,-1,0,unknown,yes,
54,admin.,divorced,secondary,no,912,yes,no,unknown,19,may,258,1,-1,0,unknown,no,
54,blue-collar,married,secondary,no,887,yes,no,unknown,19,may,133,1,-1,0,unknown,no,
42,blue-collar,married,unknown,no,1323,yes,no,unknown,19,may,19,1,-1,0,unknown,no,
43,blue-collar,married,secondary,no,1071,yes,no,unknown,19,may,411,1,-1,0,unknown,no,
47,services,married,secondary,no,-288,no,no,unknown,19,may,193,6,-1,0,unknown,no,
51,services,married,secondary,no,2085,yes,no,unknown,19,may,70,1,-1,0,unknown,no,
54,blue-collar,married,secondary,no,887,yes,no,unknown,19,may,133,1,-1,0,unknown,no,
55,services,divorced,secondary,no,141,yes,no,unknown,6,may,262,2,-1,0,unknown,no,
41,blue-collar,married,primary,no,262,yes,no,unknown,19,may,89,1,-1,0,unknown,no,
54,services,married,secondary,yes,0,yes,no,unknown,6,may,138,3,-1,0,unknown,no,
55,technician,married,secondary,no,978,yes,no,unknown,19,may,259,1,-1,0,unknown,no,
41,blue-collar,married,primary,no,262,yes,no,unknown,19,may,89,1,-1,0,unknown,no,
43,blue-collar,married,secondary,no,1071,yes,no,unknown,19,may,411,1,-1,0,unknown,no,
47,services,married,secondary,no,-288,no,no,unknown,19,may,193,6,-1,0,unknown,no,
51,services,married,secondary,no,2085,yes,no,unknown,19,may,70,1,-1,0,unknown,no,
54,blue-collar,married,secondary,no,887,yes,no,unknown,19,may,133,1,-1,0,unknown,no,
53,management,married,primary,no,3544,no,no,unknown,19,may,195,4,-1,0,unknown,no,
55,blue-collar,married,secondary,no,212,yes,no,unknown,19,may,324,2,-1,0,unknown,no,
56,blue-collar,married,primary,no,5,yes,yes,unknown,6,may,407,2,-1,0,unknown,no,
51,blue-collar,married,primary,no,653,yes,yes,unknown,6,may,208,1,-1,0,unknown,no,
51,blue-collar,married,primary,no,653,yes,yes,unknown,6,may,208,1,-1,0,unknown,no,
57,admin.,divorced,secondary,no,3058,yes,no,unknown,8,may,268,1,-1,0,unknown,no,
44,entrepreneur,married,secondary,no,-20,no,no,unknown,28,may,167,3,-1,0,unknown,no,
47,technician,married,secondary,no,970,yes,no,unknown,28,may,742,3,-1,0,unknown,no,
52,blue-collar,married,secondary,no,310,yes,no,unknown,28,may,211,4,-1,0,unknown,no,
55,blue-collar,married,secondary,no,212,yes,no,unknown,19,may,324,2,-1,0,unknown,no,
49,management,single,tertiary,no,580,no,no,unknown,19,may,310,2,-1,0,unknown,no,
55,admin.,divorced,secondary,no,3524,yes,no,unknown,19,may,492,6,-1,0,unknown,no,
57,blue-collar,married,secondary,no,8195,yes,no,unknown,19,may,160,2,-1,0,unknown,no,
55,blue-collar,married,secondary,no,284,yes,yes,unknown,28,may,157,3,-1,0,unknown,no,
58,retired,married,tertiary,no,44,yes,no,unknown,8,may,12,2,-1,0,unknown,no,
57,admin.,divorced,secondary,no,3058,yes,no,unknown,8,may,268,1,-1,0,unknown,no,
57,admin.,divorced,secondary,no,3058,yes,no,unknown,8,may,268,1,-1,0,unknown,no,
58,retired,married,tertiary,no,44,yes,no,unknown,8,may,12,2,-1,0,unknown,no,
57,admin.,divorced,secondary,no,3058,yes,no,unknown,8,may,268,1,-1,0,unknown,no,
57,admin.,divorced,secondary,no,3058,yes,no,unknown,8,may,268,1,-1,0,unknown,no,
58,retired,married,tertiary,no,44,yes,no,unknown,8,may,12,2,-1,0,unknown,no,
57,admin.,divorced,secondary,no,3058,yes,no,unknown,8,may,268,1,-1,0,unknown,no,
57,admin.,divorced,secondary,no,3058,yes,no,unknown,8,may,268,1,-1,0,unknown,no,
58,retired,married,tertiary,no,44,yes,no,unknown,8,may,12,2,-1,0,unknown,no,
57,admin.,divorced,secondary,no,3058,yes,no,unknown,8,may,268,1,-1,0,unknown,no,
53,unemployed,married,secondary,no,582,yes,no,unknown,8,may,96,2,-1,0,unknown,no,
55,technician,married,unknown,no,84,yes,no,unknown,8,may,166,1,-1,0,unknown,no,
57,admin.,divorced,secondary,no,3058,yes,no,unknown,8,may,268,1,-1,0,unknown,no,
58,retired,married,tertiary,no,44,yes,no,unknown,8,may,12,2,-1,0,unknown,no,
57,admin.,divorced,secondary,no,3058,yes,no,unknown,8,may,268,1,-1,0,unknown,no,
57,admin.,divorced,secondary,no,3058,yes,no,unknown,8,may,268,1,-1,0,unknown,no,
58,retired,married,tertiary,no,44,yes,no,unknown,8,may,12,2,-1,0,unknown,no,
57,admin.,divorced,secondary,no,3058,yes,no,unknown,8,may,268,1,-1,0,unknown,no,
59,retired,married,primary,no,-119,yes,no,unknown,6,may,289,1,-1,0,unknown,no,
31,technician,married,secondary,no,2363,yes,no,unknown,13,may,247,1,-1,0,unknown,no,
48,technician,married,secondary,no,147,no,no,unknown,6,may,142,3,-1,0,unknown,no,
54,technician,divorced,secondary,no,21,yes,no,unknown,6,may,381,2,-1,0,unknown,no,
59,retired,married,primary,no,-119,yes,no,unknown,6,may,289,1,-1,0,unknown,no,
54,technician,divorced,secondary,no,21,yes,no,unknown,6,may,381,2,-1,0,unknown,no,
55,services,married,primary,no,255,yes,no,unknown,6,may,285,1,-1,0,unknown,no,
59,retired,married,primary,no,-119,yes,no,unknown,6,may,289,1,-1,0,unknown,no,
48,technician,married,secondary,no,147,no,no,unknown,6,may,142,3,-1,0,unknown,no,
54,technician,divorced,secondary,no,21,yes,no,unknown,6,may,381,2,-1,0,unknown,no,
59,retired,married,primary,no,-119,yes,no,unknown,6,may,289,1,-1,0,unknown,no,
56,blue-collar,married,primary,no,5,yes,yes,unknown,6,may,407,2,-1,0,unknown,no,
51,blue-collar,married,primary,no,653,yes,yes,unknown,6,may,208,1,-1,0,unknown,no,
51,blue-collar,married,primary,no,653,yes,yes,unknown,6,may,208,1,-1,0,unknown,no,
59,retired,married,primary,no,-119,yes,no,unknown,6,may,289,1,-1,0,unknown,no,
48,technician,married,secondary,no,147,no,no,unknown,6,may,142,3,-1,0,unknown,no,
54,technician,divorced,secondary,no,21,yes,no,unknown,6,may,381,2,-1,0,unknown,no,
59,retired,married,primary,no,-119,yes,no,unknown,6,may,289,1,-1,0,unknown,no,
54,technician,divorced,secondary,no,21,yes,no,unknown,6,may,381,2,-1,0,unknown,no,
55,services,married,primary,no,255,yes,no,unknown,6,may,285,1,-1,0,unknown,no,
59,retired,married,primary,no,-119,yes,no,unknown,6,may,289,1,-1,0,unknown,no,
48,technician,married,secondary,no,147,no,no,unknown,6,may,142,3,-1,0,unknown,no,
54,technician,divorced,secondary,no,21,yes,no,unknown,6,may,381,2,-1,0,unknown,no,
59,retired,married,primary,no,-119,yes,no,unknown,6,may,289,1,-1,0,unknown,no,
55,services,married,primary,no,255,yes,no,unknown,6,may,285,1,-1,0,unknown,no,
59,retired,married,primary,no,-119,yes,no,unknown,6,may,289,1,-1,0,unknown,no,
48,technician,married,secondary,no,147,no,no,unknown,6,may,142,3,-1,0,unknown,no,
54,technician,divorced,secondary,no,21,yes,no,unknown,6,may,381,2,-1,0,unknown,no,
59,retired,married,primary,no,-119,yes,no,unknown,6,may,289,1,-1,0,unknown,no,
60,admin.,married,secondary,no,1880,yes,no,unknown,15,may,196,4,-1,0,unknown,no,
38,blue-collar,single,secondary,no,577,yes,no,unknown,2,jun,50,2,-1,0,unknown,no,
39,management,married,tertiary,no,0,yes,no,unknown,2,jun,46,2,-1,0,unknown,no,
40,management,married,tertiary,no,1734,yes,no,unknown,2,jun,169,1,-1,0,unknown,no,
50,technician,married,secondary,no,669,yes,no,unknown,2,jun,88,1,-1,0,unknown,no,
38,blue-collar,single,secondary,no,577,yes,no,unknown,2,jun,50,2,-1,0,unknown,no,
40,management,married,tertiary,no,1734,yes,no,unknown,2,jun,169,1,-1,0,unknown,no,
52,blue-collar,married,secondary,no,185,yes,no,unknown,2,jun,124,3,-1,0,unknown,no,
38,blue-collar,single,secondary,no,577,yes,no,unknown,2,jun,50,2,-1,0,unknown,no,
52,blue-collar,married,secondary,no,185,yes,no,unknown,2,jun,124,3,-1,0,unknown,no,
57,management,married,tertiary,no,0,yes,yes,unknown,20,may,107,2,-1,0,unknown,no,
59,retired,divorced,secondary,no,337,yes,no,unknown,15,may,118,4,-1,0,unknown,no,
60,admin.,married,secondary,no,1880,yes,no,unknown,15,may,196,4,-1,0,unknown,no,
51,services,divorced,secondary,no,-245,yes,yes,unknown,28,may,612,2,-1,0,unknown,no,
55,technician,divorced,secondary,no,0,yes,no,unknown,20,may,365,4,-1,0,unknown,no,
57,management,married,tertiary,no,0,yes,yes,unknown,20,may,107,2,-1,0,unknown,no,
60,technician,married,unknown,no,132,yes,no,unknown,20,may,21,11,-1,0,unknown,no,
57,management,married,tertiary,no,0,yes,yes,unknown,20,may,107,2,-1,0,unknown,no,
60,technician,married,unknown,no,132,yes,no,unknown,20,may,21,11,-1,0,unknown,no,
51,services,divorced,secondary,no,-245,yes,yes,unknown,28,may,612,2,-1,0,unknown,no,
55,technician,divorced,secondary,no,0,yes,no,unknown,20,may,365,4,-1,0,unknown,no,
57,technician,married,secondary,no,437,yes,no,unknown,19,may,44,4,-1,0,unknown,no,
53,management,married,primary,no,3544,no,no,unknown,19,may,195,4,-1,0,unknown,no,
60,retired,married,secondary,no,819,yes,no,unknown,19,may,110,2,-1,0,unknown,no,
49,technician,married,tertiary,no,279,yes,no,unknown,19,may,168,4,-1,0,unknown,no,
54,technician,divorced,secondary,no,7449,yes,no,unknown,19,may,235,7,-1,0,unknown,no,
54,technician,divorced,secondary,no,7449,yes,no,unknown,19,may,235,7,-1,0,unknown,no,
53,admin.,married,tertiary,yes,6,no,no,unknown,19,may,105,11,-1,0,unknown,no,
57,management,married,tertiary,no,0,yes,yes,unknown,20,may,107,2,-1,0,unknown,no,
60,technician,married,unknown,no,132,yes,no,unknown,20,may,21,11,-1,0,unknown,no,
50,technician,married,secondary,no,-568,yes,yes,unknown,28,may,860,2,-1,0,unknown,no,
44,blue-collar,married,secondary,no,-73,yes,no,unknown,28,may,80,9,-1,0,unknown,no,
55,technician,divorced,secondary,no,0,yes,no,unknown,20,may,365,4,-1,0,unknown,no,
